"Colors","CMC","Name","Rarity","Type","Card Kingdom","TCGPlayer","Face to Face","Cardmarket","Cardhoarder","Salt","Decks","Inclusion","Potential Decks"
"B","0","Profane Tutor","rare","Sorcery","4.49","3.96","4.39","2.48","0.02","0.5158501440922191","83874","83874","4146014"
"U","3","Freed from the Real","uncommon","Enchantment","8.49","8.03","7.31","4.13","0.03","1.0056179775280898","81486","81486","4028755"
"W","2","Phelia, Exuberant Shepherd","rare","Creature","9.99","6.15","10.97","6.59","0.44","0.4708994708994709","73989","73989","3661582"
"G","2","Open the Way","rare","Sorcery","5.49","4.51","5.12","5.73","0.02","0.4540229885057471","76148","76148","3772297"
"G","5","Overlord of the Hauntwoods","mythic","Creature","13.99","11.24","13.17","10.94","0.64","0.44408945686900947","70147","70147","3475874"
"B,G","2","Old Stickfingers","rare","Creature","0.49","0.3","0.36","0.22","0.02","0.18478260869565216","34918","34918","1730512"
"B,R","7","Bladewing the Risen","uncommon","Creature","1.79","1.24","1.46","0.63","0.02","0.3577981651376147","38373","38373","1902006"
"G,W","3","Cadira, Caller of the Small","uncommon","Creature","0.49","0.2","0.36","0.13","2.59","0.17094017094017094","34989","34989","1735178"
"R","4","Ojer Axonil, Deepest Might","mythic","Creature","27.99","30.49","29.28","26.9","0.93","0.7322834645669294","82031","82031","4068867"
"W","3","Touch the Spirit Realm","uncommon","Enchantment","1.79","0.76","1.46","0.63","0.03","0.23493975903614459","76517","76517","3798857"
"W","3","Monastery Mentor","mythic","Creature","0.99","0.45","0.72","0.7","0.06","0.366279069767442","76508","76508","3798857"
"W","4","Summon: Yojimbo","rare","Creature","2.99","1.75","3.65","3.44","8.33","0.4074074074074074","44301","44301","2200432"
"W","2","Charming Prince","rare","Creature","1.49","0.78","1.46","1.02","0.02","0.1875","76430","76430","3798857"
"G","4","Loading Zone","rare","Enchantment","1.79","1.62","1.82","0.61","0.02","0.18691588785046728","36209","36209","1799948"
"R","6","Trumpeting Carnosaur","rare","Creature","3.99","1.43","3.65","1.1","0.02","0.32105263157894753","81837","81837","4068867"
"B","7","Blood Money","mythic","Sorcery","1.29","0.75","1.09","1.24","5.83","0.42391304347826086","83385","83385","4146014"
"G","3","Toph, the Blind Bandit","uncommon","Creature","0.35","0.25","0.36","0.13","0.03","0","32658","32658","1623866"
"W","3","Aerith Gainsborough","rare","Creature","3.49","1.85","2.56","1.48","0.02","0.3051948051948052","44478","44478","2211961"
"U,R","2","Sorcerer Class","rare","Enchantment","4.99","3.13","4.39","2.43","0.02","0.19047619047619047","38314","38314","1909177"
"B,G","4","Drag to the Roots","uncommon","Instant","0.35","0.25","0.36","0.15","0.03","0.27192982456140347","29965","29965","1493538"
"G","6","Jubilation","rare","Creature","0.49","0.37","0.36","0.42","0.52","0","14145","14145","705360"
"","2","Trailblazer's Boots","uncommon","Artifact","2.29","1.2","1.82","0.65","0.03","0.3961748633879783","163388","163388","8148845"
"U","1","Slither Blade","common","Creature","0.99","0.35","0.72","0.2","0.03","0.31382978723404253","80767","80767","4028755"
"R","2","Unleash Fury","uncommon","Instant","0.69","0.48","0.72","0.36","0.02","0.1202185792349728","81544","81544","4068867"
"U","7","Jin-Gitaxias, Progress Tyrant","mythic","Creature","12.99","7.43","12.44","0.02","0.06","2.2230014025245404","80732","80732","4028755"
"W,B","2","Syr Vondam, Sunstar Exemplar","rare","Creature","0.99","0.6","1.09","0.36","0.02","0.1869158878504673","17857","17857","891126"
"U","1","Hedron Crab","uncommon","Creature","3.49","2.15","2.56","1.88","0.03","0.5080213903743316","80691","80691","4028755"
"U","2","Mana Leak","common","Instant","0.35","0.25","0.36","0.13","0.03","0.27683615819209056","80664","80664","4028755"
"U,B","2","Countersquall","uncommon","Instant","1.49","0.81","1.46","0.37","0.03","0.2719298245614037","40729","40729","2034408"
"R","2","Molten Duplication","mythic","Sorcery","15.99","11.04","16.83","13.04","0.02","0.4035087719298244","79904","79904","3993959"
"G,W","4","Wakka, Devoted Guardian","rare","Creature","0.49","0.29","0.55","0.34","1.08","0.4000000000000001","20145","20145","1007088"
"B","2","Fake Your Own Death","common","Instant","0.35","0.19","0.36","0.06","0.03","0.2356020942408377","82931","82931","4146014"
"","2","Grim Monolith","rare","Artifact","599.99","449.5","585.68","278.87","9.97","1.4191489361702128","162963","162963","8148845"
"U","10","Jin-Gitaxias, Core Augur","mythic","Creature","8.99","5.64","11.71","7.29","0.02","2.571884984025557","80467","80467","4028755"
"R,W,B","3","Mardu Ascendancy","rare","Enchantment","1.49","0.77","1.46","0.43","0.02","0","18514","18514","927141"
"B","1","Tortured Existence","common","Enchantment","6.49","5.46","6.58","4.96","2.79","0.45454545454545464","82730","82730","4146014"
"B","7","Ancient Brass Dragon","mythic","Creature","44.99","33.7","43.92","27.46","undefined","0.8172043010752689","82725","82725","4146014"
"U,R,W","5","Éowyn, Shieldmaiden","mythic","Creature","0.99","0.39","1.09","0.38","1.25","0.18518518518518517","18258","18258","915471"
"G,U","2","Thrasios, Triton Hero","rare","Creature","22.99","20","19.03","16.27","3.12","1.343648208469055","36354","36354","1824186"
"R","4","Jaxis, the Troublemaker","rare","Creature","1.99","1.24","1.82","0.25","0.02","0.212707182320442","81056","81056","4068867"
"W","6","True Conviction","rare","Enchantment","7.99","5.25","8.05","3.12","0.02","0.37073170731707306","75619","75619","3798857"
"G","4","Monster Manual","rare","Artifact","10.99","8.66","11.71","5.14","8.07","0.418848167539267","75079","75079","3772297"
"G,W","3","Queen Allenal of Ruadach","uncommon","Creature","0.35","0.2","0.36","0.09","0.03","0.125","34494","34494","1735178"
"U","4","Murmuring Mystic","common","Creature","0.79","0.32","0.72","0.37","0.03","0.21428571428571427","79989","79989","4028755"
"R,W","3","Araña, Heart of the Spider","rare","Creature","0.49","0.39","0.36","0.31","0.02","0.3763440860215054","15351","15351","774819"
"R","3","Fable of the Mirror-Breaker","rare","Enchantment","9.99","7.98","62.22","9.56","3.44","0.5624999999999999","80593","80593","4068867"
"R","2","Artist's Talent","rare","Enchantment","21.99","10.3","16.83","12.17","15.83","0.23595505617977536","73396","73396","3707907"
"B","2","Oversold Cemetery","rare","Enchantment","2.99","1.08","2.56","1.14","0.02","0.1563981042654029","82054","82054","4146014"
"R","2","Sabotender","common","Creature","0.35","0.26","0.21","0.14","0.03","0.323529411764706","44727","44727","2261499"
"U","3","Ravenform","common","Sorcery","0.49","0.27","0.36","0.14","0.03","0.18157181571815717","79671","79671","4028755"
"R","5","Village Pillagers","rare","Creature","0.49","0.56","0.72","0.53","0.28","0","14678","14678","742666"
"U","4","Twenty-Toed Toad","rare","Creature","3.49","3","3.65","2.88","3.13","0.34391534391534384","71992","71992","3647248"
"U,B,R","4","Mai and Zuko","rare","Creature","5.99","4.64","5.85","3.75","1.55","0","6399","6399","324322"
"G","3","Warden of the Grove","rare","Creature","1.99","1.51","1.82","0.77","0.02","0.18571428571428572","47864","47864","2426721"
"U","3","As Foretold","mythic","Enchantment","1.29","0.73","1.46","0.72","0.02","0.46236559139784944","79404","79404","4028755"
"U,B,R","4","Admiral Beckett Brass","mythic","Creature","0.99","0.3","0.72","0.32","0.02","0.673469387755102","19174","19174","972915"
"R,G,W","7","Titanic Ultimatum","rare","Sorcery","2.49","2.58","2.92","1.76","0.02","0.23809523809523808","18963","18963","962220"
"R","5","Urabrask the Hidden","mythic","Creature","4.99","4.02","5.85","1.51","0.02","0.6984126984126983","80187","80187","4068867"
"G","5","Zendikar's Roil","uncommon","Enchantment","1.49","0.9","1.82","0.76","0.03","0.2578947368421055","74342","74342","3772297"
"G","1","Insidious Fungus","uncommon","Creature","0.79","0.38","1.09","0.4","0.03","0.1449814126394052","63790","63790","3239760"
"U","3","Blue Sun's Zenith","rare","Instant","3.99","1.51","2.19","1.09","0.02","0.2758620689655174","79316","79316","4028755"
"R,W","6","Sami, Wildcat Captain","mythic","Creature","1.99","1.04","1.46","0.74","0.07","0.580952380952381","18681","18681","950414"
"R","2","Grenzo, Havoc Raiser","rare","Creature","0.49","0.33","0.55","0.2","0.74","0.3539325842696629","79969","79969","4068867"
"R,G,W","3","Mayael's Aria","rare","Enchantment","2.79","1.99","2.19","0.79","0.02","0.4117647058823529","18906","18906","962220"
"","2","Isochron Scepter","rare","Artifact","8.99","11","10.24","4.6","0.03","1.403100775193799","159893","159893","8148845"
"G","6","Multani, Yavimaya's Avatar","mythic","Creature","0.99","0.29","0.72","0.2","0.02","0.3695652173913043","73954","73954","3772297"
"U","4","Cryptic Command","rare","Instant","7.49","4.28","5.12","4.18","0.15","0.4397905759162304","78962","78962","4028755"
"W,B","4","Kaya's Wrath","rare","Sorcery","0.69","0.54","0.72","0.36","0.02","0.33980582524271835","36324","36324","1853973"
"B","3","Death Baron","rare","Creature","5.99","4.25","11.71","2.99","0.02","0.22346368715083798","81211","81211","4146014"
"B","5","Archfiend of Depravity","rare","Creature","1.49","0.73","1.46","0.72","0.02","1.090909090909091","81166","81166","4146014"
"W,B,G","7","Duneblast","rare","Sorcery","0.49","0.35","0.36","0.12","0.02","0.5263157894736842","16255","16255","830445"
"W","3","Aven Interrupter","rare","Creature","6.99","4.75","7.31","3.63","0.36","0.46987951807228906","73157","73157","3741122"
"U,R,W","4","Narset of the Ancient Way","mythic","Planeswalker","0.99","0.6","0.72","0.47","0.02","0.06666666666666667","17901","17901","915471"
"W","3","The Battle of Bywater","rare","Sorcery","3.99","3.12","4.39","1.77","0.02","0.29090909090909106","74253","74253","3798857"
"R","1","Impulsive Pilferer","common","Creature","0.59","0.25","0.55","0.14","0.04","0.11351351351351364","79510","79510","4068867"
"U","3","Insight Engine","rare","Artifact","4.49","2","4.39","2.51","3.6","0.23333333333333342","38094","38094","1951280"
"W","2","Brave the Sands","uncommon","Enchantment","6.99","5.25","5.85","2.47","0.03","0.14814814814814814","74137","74137","3798857"
"G","6","Mana Reflection","rare","Enchantment","2.49","1.4","2.19","1.19","0.02","0.6010101010101013","73603","73603","3772297"
"R,W","2","Skyknight Vanguard","uncommon","Creature","1.29","0.49","1.46","0.34","0.04","0.2247191011235955","37031","37031","1898441"
"R,W,B","4","Celes, Rune Knight","mythic","Creature","0.99","0.52","1.09","0.56","1.86","0.2909090909090909","12533","12533","642778"
"B","8","Hoarding Broodlord","rare","Creature","5.99","4.48","5.85","1.53","0.02","0.6342857142857143","80832","80832","4146014"
"U","3","Retreat to Coralhelm","uncommon","Enchantment","0.69","0.4","0.72","0.53","0.03","0.3898305084745762","78534","78534","4028755"
"R","5","Goldlust Triad","rare","Creature","5.99","4.88","5.85","3.32","2.52","0.3585858585858588","52354","52354","2685815"
"R,W","2","Lightning Helix","uncommon","Instant","0.49","0.25","0.36","0.12","0.03","0.23611111111111116","36936","36936","1898441"
"U","1","Thought Scour","common","Instant","0.69","0.44","0.55","0.41","0.03","0.18137254901960784","78371","78371","4028755"
"R,W,B","3","Fire Lord Zuko","rare","Creature","0.49","0.5","0.36","0.27","0.02","0","8063","8063","414981"
"U","3","Refute","common","Instant","0.35","0.25","0.36","0.1","0.03","0.28719723183390994","63705","63705","3281588"
"B,G,U","3","Glarb, Calamity's Augur","mythic","Creature","9.49","5.03","9.51","4.22","0.09","0.3636363636363637","16220","16220","835590"
"W,B","2","MacCready, Lamplight Mayor","rare","Creature","5.99","4.25","6.58","4.76","1.69","0.4117647058823529","35979","35979","1853973"
"R","2","Tormenting Voice","common","Sorcery","0.35","0.2","0.21","0.05","0.01","0.0740740740740741","78954","78954","4068867"
"G","7","Vaultborn Tyrant","mythic","Creature","37.99","28.61","40.26","24.16","0.02","0.7216494845360825","72165","72165","3720397"
"G","3","Arwen, Weaver of Hope","rare","Creature","9.49","7.22","10.24","6.16","2.84","0.31578947368421056","73114","73114","3772297"
"R,W,B","3","Kaalia, Zenith Seeker","mythic","Creature","16.99","11.67","13.9","6.35","0.02","0.2631578947368421","17960","17960","927141"
"U,R","6","Expansion // Explosion","rare","Instant","0.49","0.25","0.36","0.22","0.02","0.1958762886597938","36978","36978","1909177"
"B,G","4","Hazel of the Rootbloom","mythic","Creature","1.49","1.3","1.09","4.76","undefined","0.31111111111111117","30523","30523","1577028"
"G,W","3","Brigid, Clachan's Heart","rare","Creature","0.49","0.72","0.72","0.55","0.01","0","6249","6249","323087"
"R","2","Runaway Steam-Kin","rare","Creature","1.79","1.18","1.46","0.56","0.02","0.39461883408071746","78696","78696","4068867"
"U","5","Misdirection","rare","Instant","13.99","9.19","13.17","8.64","14.85","0.7033639143730895","77801","77801","4028755"
"U","7","Junk Winder","uncommon","Creature","0.35","0.25","0.36","0.17","0.03","0.5000000000000001","77717","77717","4028755"
"W","4","Thousand Moons Smithy","rare","Artifact","2.29","1.33","2.19","1.14","0.02","0.1729323308270677","73277","73277","3798857"
"","2","Howling Mine","rare","Artifact","6.99","4.92","4.02","1.58","0.02","0.28770949720670397","157073","157073","8148845"
"G,U","2","Kishla Skimmer","uncommon","Creature","0.35","0.25","0.21","0.16","0.03","0.10784313725490198","23081","23081","1198418"
"B,R","4","Garna, Bloodfist of Keld","uncommon","Creature","0.35","0.2","0.36","0.15","0.03","0.22549019607843138","36628","36628","1902006"
"W","2","Ainok Strike Leader","rare","Creature","3.49","2.45","3.65","3.1","2.65","0.2275132275132275","48394","48394","2514227"
"U","3","Intruder Alarm","rare","Enchantment","2.79","2.49","2.19","1.4","0.02","1.3865546218487401","77429","77429","4028755"
"W,U","2","Spider-Woman, Stunning Savior","rare","Creature","0.79","0.81","0.72","0.63","0.24","0.8095238095238095","14573","14573","758654"
"G","6","Bootleggers' Stash","mythic","Artifact","0.99","0.42","1.09","0.32","0.02","0.19780219780219768","72388","72388","3772297"
"B","2","Bitterbloom Bearer","mythic","Creature","23.99","21.25","27.08","18.35","0.86","0","29273","29273","1525860"
"W","2","Airbender's Reversal","uncommon","Instant","0.35","0.28","0.36","0.17","0.04","0","21996","21996","1146645"
"G","4","Brawn","uncommon","Creature","0.59","0.4","0.55","0.19","0.04","0.3294797687861275","72319","72319","3772297"
"R","3","Laughing Mad","common","Instant","0.35","0.19","0.36","0.06","0.03","0.23870967741935475","45104","45104","2354443"
"W","3","Elenda's Hierophant","rare","Creature","4.99","2.99","4.39","4.45","1.93","0.2463054187192117","72765","72765","3798857"
"B","6","Summon: Primal Odin","rare","Creature","1.29","1.49","1.46","1.11","0.02","0.3768115942028986","45861","45861","2395760"
"R","2","Wild Magic Surge","uncommon","Instant","2.49","1.64","2.19","0.9","undefined","0.23711340206185572","77877","77877","4068867"
"R","4","Ashling, Flame Dancer","mythic","Creature","16.99","10.45","13.9","7.88","0.02","0.4021164021164021","73521","73521","3849720"
"B,R","4","Valgavoth, Harrower of Souls","mythic","Creature","15.99","14.03","16.83","14.94","1","0.7624999999999998","31551","31551","1652181"
"W","1","Mikaeus, the Lunarch","mythic","Creature","0.99","0.66","1.09","0.36","0.02","0.24338624338624337","72527","72527","3798857"
"W","3","Claim Jumper","rare","Creature","1.99","0.89","1.46","0.76","0.02","0.14761904761904768","71315","71315","3738142"
"R","1","Sticky Fingers","common","Enchantment","0.79","0.25","1.09","0.19","0.03","0.17488789237668162","77612","77612","4068867"
"U","2","Winged Boots","rare","Artifact","16.99","11.72","17.56","7.24","8.07","0.24757281553398044","76678","76678","4028755"
"W","2","Grateful Apparition","uncommon","Creature","0.35","0.25","0.36","0.08","0.03","0.17582417582417595","72206","72206","3798857"
"W","3","Resourceful Defense","rare","Enchantment","0.49","0.4","0.55","0.39","3.19","0.2528089887640451","72172","72172","3798857"
"W","2","Spirit Mantle","uncommon","Enchantment","3.99","2","3.65","2.11","0.03","0.3709677419354838","72083","72083","3798857"
"G,W,U","3","Kellan, the Kid","mythic","Creature","1.99","0.7","1.82","0.97","0.02","0.6875","17471","17471","920869"
"R","4","Seize the Day","rare","Sorcery","17.99","14.16","13.9","9.17","1.17","0.5030674846625766","77093","77093","4068867"
"B","5","Drivnod, Carnage Dominus","mythic","Creature","10.99","7.04","10.24","5.35","0.02","0.5627906976744184","78504","78504","4146014"
"W","2","White Sun's Twilight","rare","Sorcery","2.99","2.01","2.92","0.7","0.02","0.4810810810810811","71775","71775","3798857"
"R,G","2","Zhur-Taa Druid","common","Creature","0.35","0.25","0.36","0.16","0.01","0.24285714285714285","33793","33793","1788871"
"G","5","Garruk, Primal Hunter","mythic","Planeswalker","3.49","1.62","2.92","0.86","0.02","0.15873015873015878","71250","71250","3772297"
